# Export aus VertriebsSystem v4.2 - 03.01.2026
Auftragsdatum,Region,Produktgruppe,Produkt,Umsatz,Marge
2025-11-21,Ost,Verbrauchsmaterial,Druckerpatrone,332.70,0.29
2025-11-21,Ost,Möbel,Rollcontainer,1882.64,0.18
2025-11-21,West,Möbel,Regal,1012.66,0.31
2025-11-21,Ost,Bürobedarf,Ordner,323.75,0.35
2025-11-21,Nord,Bürobedarf,Notizbuch,234.92,0.29
2025-11-22,Nord,Zubehör,USB-Hub,482.64,0.29
2025-11-22,Nord,Bürobedarf,Druckerpapier,470.08,0.25
2025-11-22,Süd,Zubehör,Kabelkanal,378.56,0.35
2025-11-22,Süd,Bürobedarf,Notizbuch,177.53,0.30
2025-11-22,Nord,Zubehör,Kabelkanal,441.37,0.24
2025-11-23,Süd,Verbrauchsmaterial,Klebeband,496.80,0.38
2025-11-23,Süd,Bürobedarf,Stiftebox,287.89,0.38
2025-11-24,Nord,Verbrauchsmaterial,Druckerpatrone,156.38,0.20
2025-11-24,Ost,Bürobedarf,Ordner,566.74,0.38
2025-11-24,Nord,Technik,Tastatur,1267.64,0.20
2025-11-24,Süd,Technik,Monitor,3305.04,0.33
2025-11-24,Nord,Zubehör,Handballenauflage,427.47,0.26
2025-11-24,West,Verbrauchsmaterial,Druckerpatrone,562.49,0.45
2025-11-24,Nord,Zubehör,Kabelkanal,645.37,0.20
2025-11-24,West,Möbel,Bürostuhl,330.06,0.34
2025-11-24,West,Möbel,Schreibtisch,1018.95,0.23
2025-11-25,Ost,Verbrauchsmaterial,Etiketten,763.16,0.34
2025-11-25,Süd,Bürobedarf,Ordner,264.05,0.43
2025-11-25,Nord,Verbrauchsmaterial,Etiketten,205.92,0.33
2025-11-26,Ost,Verbrauchsmaterial,Etiketten,389.60,0.35
2025-11-26,Ost,Verbrauchsmaterial,Etiketten,576.13,0.34
2025-11-26,Nord,Möbel,Rollcontainer,1021.26,0.17
2025-11-26,West,Bürobedarf,Druckerpapier,520.62,0.45
2025-11-26,West ,technik,Dockingstation,1967.64,0.32
2025-11-26,Nord,Möbel,Schreibtisch,1575.49,0.24
2025-11-26,Ost,Verbrauchsmaterial,Etiketten,710.26,0.34
2025-11-27,Ost,Möbel,Schreibtisch,3384.78,0.30
2025-11-27,West,Bürobedarf,Notizbuch,327.27,0.37
2025-11-27,Nord,Zubehör,Handballenauflage,1051.67,0.26
2025-11-27,West,Technik,Tastatur,513.75,0.33
2025-11-27,Süd,Verbrauchsmaterial,Klebeband,105.64,0.32
2025-11-28,Nord,Verbrauchsmaterial,Etiketten,494.10,0.25
2025-11-28,Nord,Technik,Headset,767.11,0.22
2025-11-28,Ost,Zubehör,Monitorarm,693.59,0.39
2025-11-28,Ost,Möbel,Regal,2006.40,0.31
2025-11-28,Süd,Verbrauchsmaterial,Toner,757.28,0.28
2025-11-28,West,Verbrauchsmaterial,Druckerpatrone,687.34,0.35
2025-11-28,Ost,Technik,Tastatur,2112.67,0.28
2025-11-28,Süd,Möbel,Schreibtisch,2155.35,0.28
2025-11-28,West,Möbel,Regal,2575.37,0.28
2025-11-28,West,Verbrauchsmaterial,Klebeband,621.49,0.33
2025-11-29,Süd,Bürobedarf,Druckerpapier,101.59,0.33
2025-11-29,Nord ,Möbel,Rollcontainer,827.13,0.23
2025-11-30,Süd,Verbrauchsmaterial,Klebeband,348.33,0.32
2025-11-30,West,Bürobedarf,Ordner,455.67,0.44
2025-11-30,Nord,Technik,Dockingstation,1185.53,0.25
2025-11-30,Ost,Möbel,Regal,1966.76,0.33
2025-11-30,Süd,Technik,Monitor,2546.36,0.24
2025-11-30,Süd,Zubehör,Monitorarm,1144.08,0.35
2025-11-30,Ost,Verbrauchsmaterial,Druckerpatrone,1288.12,0.36
2025-11-30,Nord,Bürobedarf,Druckerpapier,292.38,0.25
2025-11-30,Süd,Verbrauchsmaterial,Druckerpatrone,276.46,0.47
2025-11-30,Ost ,Bürobedarf,Druckerpapier,228.18,0.35
2025-12-01,Nord,Möbel,Bürostuhl,590.07,0.24
2025-12-01,Nord,Möbel,Regal,4090.00,0.19
2025-12-01,Süd,Verbrauchsmaterial,Druckerpatrone,618.27,0.34
2025-12-01,Ost ,Bürobedarf,Stiftebox,541.24,0.37
2025-12-01,Nord,Bürobedarf,Ordner,182.11,0.37
2025-12-01,West,Verbrauchsmaterial,Toner,331.32,0.39
2025-12-01,West,Bürobedarf,Ordner,249.90,0.27
2025-12-01,Süd ,Zubehör,Kabelkanal,421.56,0.37
2025-12-02,Ost,Zubehör,USB-Hub,366.13,0.34
2025-12-02,Ost,Möbel,Bürostuhl,1172.94,0.34
2025-12-02,Ost,Zubehör,Handballenauflage,294.56,0.37
2025-12-02,Süd,Verbrauchsmaterial,Druckerpatrone,305.94,0.34
2025-12-02,Ost,Möbel,Regal,1427.89,0.36
2025-12-02,Süd,Technik,Monitor,766.80,0.31
2025-12-02,Ost,Technik,Tastatur,1590.52,0.34
2025-12-03,Süd,Bürobedarf,Druckerpapier,145.73,0.39
2025-12-03,West,Technik,Monitor,784.49,0.33
2025-12-03,Ost ,Verbrauchsmaterial,Etiketten,246.98,0.32
2025-12-03,Nord,Verbrauchsmaterial,Druckerpatrone,350.97,0.32
2025-12-03,West,Technik,Tastatur,554.24,0.30
2025-12-03,Süd,Zubehör,USB-Hub,1002.28,0.30
2025-12-03,Ost,Technik,Monitor,1045.59,0.35
2025-12-03,West,Bürobedarf,Ordner,198.04,0.50
2025-12-03,Süd,Technik,Monitor,1107.84,0.38
2025-12-03,West,Zubehör,Kabelkanal,1572.49,0.28
2025-12-03,West,Bürobedarf,Ordner,190.26,0.37
2025-12-04,Ost,Bürobedarf,Stiftebox,238.90,0.43
2025-12-04,Nord,technik,Dockingstation,1535.26,0.17
2025-12-04,Nord,Technik,Tastatur,620.35,0.12
2025-12-04,Süd,Verbrauchsmaterial,Klebeband,822.00,0.39
2025-12-04,West ,Möbel,Regal,1897.36,0.26
2025-12-04,Nord,Technik,Monitor,2855.11,0.24
2025-12-04,Süd,Zubehör,Kabelkanal,1128.18,0.27
2025-12-04,Ost,Möbel,Schreibtisch,4923.82,0.33
2025-12-05,Süd,Technik,Tastatur,477.46,0.34
2025-12-05,Süd,Verbrauchsmaterial,Klebeband,337.31,0.30
2025-12-05,Ost,Technik,Tastatur,2973.58,0.28
2025-12-05,Ost,Technik,Headset,2158.97,0.38
2025-12-05,Süd,Verbrauchsmaterial,Klebeband,202.01,0.34
2025-12-05,West,Zubehör,USB-Hub,405.41,0.30
2025-12-05,West ,Verbrauchsmaterial,Toner,1699.35,0.47
2025-12-05,Süd,Technik,Monitor,1042.66,0.33
2025-12-05,Nord,Bürobedarf,Druckerpapier,359.14,0.23
2025-12-06,Ost,Möbel,Rollcontainer,1930.99,0.31
2025-12-06,Nord,Verbrauchsmaterial,Druckerpatrone,643.12,0.24
2025-12-06,Ost,Technik,Headset,867.13,0.27
2025-12-06,Süd,Möbel,Rollcontainer,1442.30,0.25
2025-12-06,Ost,Verbrauchsmaterial,Druckerpatrone,197.91,0.29
2025-12-06,Süd,Zubehör,USB-Hub,426.18,0.33
2025-12-06,West,Bürobedarf,Ordner,1000.64,0.36
2025-12-06,West,Möbel,Regal,2982.19,0.33
2025-12-06,West,Technik,Tastatur,1005.89,0.25
2025-12-06,Ost,Bürobedarf,Notizbuch,508.09,0.43
2025-12-07,Ost ,Technik,Headset,483.56,0.17
2025-12-07,West,Verbrauchsmaterial,Druckerpatrone,496.79,0.41
2025-12-07,Süd ,Zubehör,Monitorarm,694.14,0.41
2025-12-07,Nord,Bürobedarf,Notizbuch,108.38,0.28
2025-12-07,West,Verbrauchsmaterial,Klebeband,415.27,0.35
2025-12-08,West,Verbrauchsmaterial,Toner,312.23,0.37
2025-12-08,Ost,Verbrauchsmaterial,Etiketten,780.50,0.33
2025-12-08,Süd,Bürobedarf,Stiftebox,272.06,0.30
2025-12-08,Süd,Verbrauchsmaterial,Klebeband,484.96,0.25
2025-12-08,Ost,Möbel,Regal,1149.07,0.28
2025-12-08,Nord,Technik,Headset,1482.90,0.18
2025-12-08,Süd,Technik,Dockingstation,1239.80,0.34
2025-12-08,West,Verbrauchsmaterial,Toner,665.62,0.33
2025-12-08,Süd,Zubehör,Monitorarm,646.54,0.36
2025-12-08,West,Verbrauchsmaterial,Druckerpatrone,320.06,0.33
2025-12-09,Ost,Bürobedarf,Stiftebox,123.93,0.40
2025-12-09,Ost,Möbel,Rollcontainer,4009.12,0.31
2025-12-09,Süd,Technik,Monitor,1571.10,0.28
2025-12-09,Nord,Technik,Monitor,617.86,0.21
2025-12-09,West,Bürobedarf,Notizbuch,947.18,0.39
2025-12-09,Nord,Verbrauchsmaterial,Etiketten,156.47,0.35
2025-12-09,Nord,Technik,Dockingstation,1223.54,0.18
2025-12-10,Nord,Technik,Headset,1614.96,0.13
2025-12-10,West,Bürobedarf,Stiftebox,355.20,0.31
2025-12-10,Süd,Technik,Headset,1771.83,0.27
2025-12-10,West,Verbrauchsmaterial,Toner,1370.10,0.36
2025-12-10,Süd,Bürobedarf,Stiftebox,535.61,0.38
2025-12-10,Nord,Zubehör,USB-Hub,734.29,0.17
2025-12-10,Nord ,Verbrauchsmaterial,Druckerpatrone,413.91,0.24
2025-12-10,Süd,Bürobedarf,Druckerpapier,282.63,0.42
2025-12-11,Nord,Möbel,Schreibtisch,4336.82,0.16
2025-12-11,West ,Verbrauchsmaterial,Klebeband,316.14,0.29
2025-12-11,Ost,Bürobedarf,Druckerpapier,96.30,0.36
2025-12-11,Nord ,Technik,Dockingstation,631.55,0.20
2025-12-11,Nord,Möbel,Rollcontainer,724.29,0.13
2025-12-11,Nord,Technik,Headset,676.98,0.13
2025-12-11,Ost,Bürobedarf,Druckerpapier,231.98,0.33
2025-12-12,Süd,bürobedarf,Stiftebox,237.27,0.35
2025-12-12,Nord,Bürobedarf,Ordner,490.90,0.29
2025-12-12,West,Verbrauchsmaterial,Toner,407.06,0.33
2025-12-13,West,Möbel,Rollcontainer,3780.96,0.27
2025-12-13,Süd,bürobedarf,Ordner,401.49,0.30
2025-12-13,Nord,Verbrauchsmaterial,Toner,584.18,0.26
2025-12-13,Nord,Verbrauchsmaterial,Druckerpatrone,278.60,0.23
2025-12-13,West,Verbrauchsmaterial,Klebeband,361.88,0.27
2025-12-13,Nord,Verbrauchsmaterial,Toner,649.77,0.21
2025-12-13,Süd,Technik,Tastatur,1369.14,0.32
2025-12-14,West,Zubehör,USB-Hub,1703.50,0.29
2025-12-14,Süd,Technik,Monitor,1275.55,0.37
2025-12-14,Süd,Zubehör,USB-Hub,671.50,0.39
2025-12-14,Süd,Bürobedarf,Notizbuch,334.79,0.40
2025-12-14,Süd,Bürobedarf,Ordner,298.45,0.41
2025-12-14,Ost,Technik,Dockingstation,1217.75,0.41
2025-12-15,Ost,Verbrauchsmaterial,Klebeband,286.56,0.33
2025-12-15,Süd,Bürobedarf,Ordner,369.38,0.37
2025-12-15,Ost,Verbrauchsmaterial,Etiketten,441.93,0.41
2025-12-15,Nord,Bürobedarf,Notizbuch,405.41,0.28
2025-12-15,Nord,Bürobedarf,Druckerpapier,295.15,0.34
2025-12-15,Süd,Verbrauchsmaterial,Druckerpatrone,274.68,0.38
2025-12-15,West ,Technik,Monitor,817.61,0.30
2025-12-15,Ost,Möbel,Rollcontainer,3584.09,0.26
2025-12-15,West,Bürobedarf,Druckerpapier,328.15,0.34
2025-12-16,Süd,Zubehör,Kabelkanal,828.35,0.42
2025-12-16,Nord,Zubehör,Monitorarm,442.26,0.21
2025-12-16,West,Bürobedarf,Notizbuch,284.13,0.45
2025-12-16,Ost,Bürobedarf,Stiftebox,457.38,0.35
2025-12-16,Süd,Zubehör,Kabelkanal,204.43,0.31
2025-12-17,Süd,Verbrauchsmaterial,Druckerpatrone,681.19,0.40
2025-12-17,West,Zubehör,Handballenauflage,1067.08,0.29
2025-12-17,Ost,Bürobedarf,Notizbuch,610.85,0.36
2025-12-17,West,Zubehör,USB-Hub,197.72,0.36
2025-12-17,Nord ,Zubehör,USB-Hub,168.70,0.13
2025-12-17,Süd,Verbrauchsmaterial,Etiketten,357.31,0.40
2025-12-17,Süd,Zubehör,Monitorarm,234.79,0.31
2025-12-17,Ost,Technik,Dockingstation,827.76,0.30
2025-12-17,West,Möbel,Rollcontainer,876.63,0.30
2025-12-18,Süd,Verbrauchsmaterial,Toner,133.56,0.33
2025-12-18,West,Technik,Dockingstation,1616.94,0.30
2025-12-18,West,Technik,Tastatur,291.70,0.32
2025-12-18,Ost,Verbrauchsmaterial,Klebeband,281.98,0.31
2025-12-18,West,Verbrauchsmaterial,Toner,356.58,0.35
2025-12-18,West,Verbrauchsmaterial,Etiketten,577.77,0.36
2025-12-18,Süd,Bürobedarf,Druckerpapier,99.09,0.39
2025-12-19,Ost,Technik,Headset,2119.18,0.29
2025-12-19,Nord,Verbrauchsmaterial,Klebeband,471.84,0.21
2025-12-19,Ost,Bürobedarf,Ordner,264.79,0.40
2025-12-19,Ost,Bürobedarf,Notizbuch,253.71,0.36
2025-12-19,Süd,Möbel,Bürostuhl,977.06,0.32
2025-12-19,West,Bürobedarf,Stiftebox,114.52,0.37
2025-12-19,Süd,Möbel,Schreibtisch,2606.66,0.34
2025-12-19,West,Verbrauchsmaterial,Klebeband,277.29,0.33
2025-12-19,West,Verbrauchsmaterial,Etiketten,1024.02,0.40
2025-12-19,Nord,Technik,Tastatur,1054.56,0.19
2025-12-20,Nord,Bürobedarf,Stiftebox,198.01,0.26
2025-12-20,Ost,Verbrauchsmaterial,Toner,479.03,0.32
2025-12-20,Süd,Bürobedarf,Stiftebox,729.53,0.33
2025-12-20,West,Technik,Dockingstation,451.73,0.32
2025-12-20,Nord,Verbrauchsmaterial,Toner,1348.04,0.23
2025-12-20,West,Bürobedarf,Druckerpapier,396.77,0.39
2025-12-20,Ost,Technik,Headset,1860.06,0.33
2025-12-20,Ost,Bürobedarf,Stiftebox,177.49,0.29
2025-12-21,Ost,Möbel,Bürostuhl,2888.05,0.33
2025-12-21,Süd,Bürobedarf,Druckerpapier,411.68,0.36
2025-12-22,Nord,Bürobedarf,Stiftebox,273.57,0.23
2025-12-22,Süd,Bürobedarf,Ordner,610.96,0.38
2025-12-22,Nord,Möbel,Rollcontainer,1768.43,0.14
2025-12-22,Ost,Bürobedarf,Notizbuch,227.30,0.39
2025-12-22,Nord,Verbrauchsmaterial,Klebeband,1614.01,0.27
2025-12-22,Nord ,Technik,Dockingstation,524.49,0.21
2025-12-22,Nord,Technik,Tastatur,850.02,0.26
2025-12-22,Süd,Technik,Headset,1566.98,0.36
2025-12-23,West,Möbel,Rollcontainer,4488.80,0.34
2025-12-23,West,Verbrauchsmaterial,Klebeband,401.25,0.38
2025-12-23,Ost ,Zubehör,Kabelkanal,521.50,0.32
2025-12-23,Süd,Verbrauchsmaterial,Klebeband,809.57,0.43
2025-12-23,Ost,Technik,Monitor,1061.17,0.22
2025-12-23,Süd,Bürobedarf,Ordner,296.26,0.34
2025-12-23,Nord,Bürobedarf,Notizbuch,348.81,0.23
2025-12-23,Ost ,Verbrauchsmaterial,Toner,912.20,0.36
2025-12-23,Ost,Möbel,Bürostuhl,2158.51,0.32
2025-12-23,West,Technik,Dockingstation,705.44,0.27
2025-12-23,West,Möbel,Bürostuhl,4738.12,0.31
2025-12-23,Ost,Verbrauchsmaterial,Toner,323.57,0.35
2025-12-23,Ost,Technik,Tastatur,720.91,0.16
2025-12-23,West,Zubehör,Monitorarm,465.76,0.40
2025-12-24,Süd,Technik,Tastatur,673.86,0.36
2025-12-24,Süd,Zubehör,USB-Hub,799.97,0.41
2025-12-24,West,Bürobedarf,Notizbuch,196.07,0.43
2025-12-24,Süd,Bürobedarf,Notizbuch,250.64,0.36
2025-12-24,Süd,Verbrauchsmaterial,Druckerpatrone,757.75,0.42
2025-12-25,West,Bürobedarf,Stiftebox,1283.82,0.32
2025-12-25,Ost,Technik,Monitor,1348.18,0.22
2025-12-25,Ost,Bürobedarf,Stiftebox,373.69,0.41
2025-12-26,Süd,Verbrauchsmaterial,Etiketten,168.05,0.27
2025-12-26,West,Technik,Dockingstation,1845.55,0.29
2025-12-26,Süd,Technik,Monitor,1186.93,0.29
2025-12-26,Nord,Zubehör,Kabelkanal,483.09,0.29
2025-12-26,Nord,Technik,Headset,3123.88,0.19
2025-12-27,West,Verbrauchsmaterial,Etiketten,358.86,0.40
2025-12-27,Süd ,Technik,Tastatur,1778.12,0.31
2025-12-27,West,bürobedarf,Ordner,180.81,0.40
2025-12-28,Ost,Zubehör,Monitorarm,213.83,0.33
2025-12-28,Süd,Zubehör,USB-Hub,790.29,0.33
2025-12-28,Nord,Technik,Monitor,2362.55,0.16
2025-12-29,Ost,Bürobedarf,Druckerpapier,156.86,0.38
2025-12-29,Ost,Möbel,Regal,2967.35,0.36
2025-12-29,West,Möbel,Rollcontainer,909.90,0.30
2025-12-29,West,Technik,Headset,1895.53,0.24
2025-12-30,Nord,zubehör,Monitorarm,661.59,0.26
2025-12-30,Nord,Möbel,Bürostuhl,865.22,0.24
2025-12-30,Süd,Zubehör,Handballenauflage,1376.88,0.31
2025-12-30,Süd,Bürobedarf,Ordner,574.33,0.32
2025-12-30,West,Verbrauchsmaterial,Druckerpatrone,815.73,0.32
2025-12-31,Ost,Technik,Headset,2220.82,0.28
2025-12-31,West,Zubehör,Monitorarm,252.08,0.35
2025-12-31,West,Verbrauchsmaterial,Toner,483.78,0.33
2025-12-31,West,Möbel,Rollcontainer,1419.15,0.27
2025-12-31,Nord ,Zubehör,Monitorarm,524.66,0.30
2025-12-31,Ost ,Bürobedarf,Notizbuch,347.27,0.44
2025-12-31,Ost,technik,Dockingstation,1271.88,0.28
2025-12-31,Ost,Verbrauchsmaterial,Etiketten,320.12,0.44
